order_id,time,total,employee_id
17624,12/16/23 16:18,20.2,5
17625,12/16/23 16:18,11.9,5
17626,12/16/23 16:18,8.5,5
17627,12/16/23 16:18,11.2,5
17628,12/16/23 16:18,18.3,5
17629,12/16/23 16:18,17.1,5
17630,12/16/23 16:18,10.4,7
17631,12/16/23 20:14,10.4,5
17632,12/16/23 20:14,17.3,5
17633,12/16/23 19:54,9.8,8
17634,12/16/23 19:54,13.7,7
17635,12/16/23 19:54,10.4,7
17636,12/16/23 19:54,22.8,7
17637,12/16/23 19:54,11.2,7
17638,12/16/23 11:07,11.3,7
17639,12/16/23 11:07,23.8,8
17640,12/16/23 14:16,11.3,5
17641,12/16/23 14:16,15.7,8
17642,12/16/23 14:16,21.9,8
17643,12/16/23 14:16,5.2,7
17644,12/16/23 14:16,11.2,8
17645,12/16/23 17:34,9.8,8
17646,12/16/23 17:34,17.1,8
17647,12/16/23 17:34,6.7,7
17648,12/16/23 17:34,23.8,7
17649,12/16/23 17:34,21.7,5
17650,12/16/23 17:34,23.8,5
17651,12/16/23 17:34,9.8,5
17652,12/16/23 17:34,10.4,7
17653,12/16/23 17:34,11.3,8
17654,12/16/23 17:34,6.7,7
17655,12/16/23 17:34,19.8,8
17656,12/16/23 17:34,19.6,7
17657,12/16/23 17:24,5.2,7
17658,12/16/23 17:24,10.4,8
17659,12/16/23 17:24,19.6,8
17660,12/16/23 17:24,9.8,7
17661,12/16/23 17:24,11.3,8
17662,12/16/23 11:05,9.8,8
17663,12/16/23 18:35,21.7,8
17664,12/16/23 18:35,8.3,5
17665,12/16/23 18:35,23.2,7
17666,12/16/23 12:44,11.9,8
17667,12/16/23 12:44,18.1,5
17668,12/16/23 17:41,15.7,5
17669,12/16/23 17:41,24,7
17670,12/16/23 17:41,11.2,8
17671,12/16/23 17:41,8.3,7
17672,12/16/23 17:41,11.9,5
17673,12/16/23 17:41,10.4,8
17674,12/16/23 20:02,13.4,7
17675,12/16/23 20:02,8.5,8
17676,12/16/23 19:19,11.9,5
17677,12/16/23 19:19,13.4,7
17678,12/16/23 19:47,21.1,7
17679,12/16/23 13:18,11.9,7
17680,12/16/23 13:18,21.7,7
17681,12/16/23 13:18,6.7,5
17682,12/16/23 13:18,11.3,7
17683,12/16/23 13:18,11.9,8
17684,12/16/23 13:18,9.8,5
17685,12/16/23 13:18,11.2,7
17686,12/16/23 13:18,21.7,5
17687,12/16/23 13:18,24.7,5
17688,12/16/23 13:18,19.8,5
17689,12/16/23 13:18,15.6,5
17690,12/16/23 11:24,22.7,7
17691,12/16/23 19:53,20.2,7
17692,12/16/23 19:53,21.7,8
17693,12/16/23 19:53,15,7
17694,12/16/23 19:53,8.3,5
17695,12/16/23 12:18,10.4,7
17696,12/16/23 12:18,21.7,8
17697,12/16/23 12:18,8.5,5
17698,12/16/23 12:18,11.9,8
17699,12/16/23 12:18,23.4,8
17700,12/16/23 12:18,18.1,8
17701,12/16/23 12:18,11.9,5
17702,12/16/23 12:18,6.7,8
17703,12/16/23 11:13,6.7,7
17704,12/16/23 11:13,16.8,8
17705,12/16/23 13:08,13.4,5
17706,12/16/23 13:08,8.3,8
17707,12/16/23 13:08,14.8,8
17708,12/16/23 13:08,21.6,5
17709,12/16/23 13:08,13.4,7
17710,12/16/23 13:08,21.7,7
17711,12/16/23 13:13,6.7,8
17712,12/16/23 13:13,4.4,7
17713,12/16/23 19:32,18.1,8
17714,12/16/23 11:09,11.9,7
17715,12/16/23 11:09,19.8,7
17716,12/16/23 11:09,13.4,8
17717,12/16/23 11:09,20.2,8
17718,12/16/23 11:09,6.7,5
17719,12/16/23 11:09,26.1,8
17720,12/16/23 11:09,27.6,5
17721,12/16/23 12:45,9.8,8
17722,12/16/23 12:45,15.6,5
17723,12/16/23 12:45,18.1,7
17724,12/16/23 13:59,13.4,5
17725,12/16/23 13:59,15.2,8
17726,12/16/23 13:59,10.4,5
17727,12/16/23 13:59,21.1,7
17728,12/16/23 13:59,11.3,5
17729,12/16/23 17:47,8.5,7
17730,12/16/23 17:47,20.4,8
17731,12/16/23 17:47,19.6,5
17732,12/17/23 13:18,11.5,4
17733,12/17/23 13:18,9.8,5
17734,12/17/23 13:18,25.3,5
17735,12/17/23 13:18,20.1,7
17736,12/17/23 17:51,16.5,7
17737,12/17/23 17:51,21.6,5
17738,12/17/23 17:51,9.8,4
17739,12/17/23 17:51,8.3,4
17740,12/17/23 12:53,5.2,7
17741,12/17/23 11:50,13.4,7
17742,12/17/23 11:50,11.9,7
17743,12/17/23 11:50,23.2,5
17744,12/17/23 11:50,20.2,7
17745,12/17/23 11:50,9.8,7
17746,12/17/23 11:50,21.1,4
17747,12/17/23 11:50,17.1,5
17748,12/17/23 15:14,18.9,5
17749,12/17/23 15:14,11.3,7
17750,12/17/23 15:14,19.8,7
17751,12/17/23 15:14,18,5
17752,12/17/23 12:22,21.9,7
17753,12/17/23 12:22,8.3,7
17754,12/17/23 12:22,16.5,5
17755,12/17/23 12:22,21.7,5
17756,12/17/23 17:44,8.5,5
17757,12/17/23 17:44,10.4,4
17758,12/17/23 17:44,11.5,5
17759,12/17/23 17:44,10.4,4
17760,12/17/23 17:44,21.7,5
17761,12/17/23 17:44,9.8,7
17762,12/17/23 17:44,23.1,5
17763,12/17/23 17:44,13.4,4
17764,12/17/23 17:44,11.2,7
17765,12/17/23 18:30,13.4,5
17766,12/17/23 18:30,8.3,5
17767,12/17/23 18:30,20.2,4
17768,12/17/23 18:30,8.5,4
17769,12/17/23 18:30,22.3,4
17770,12/17/23 18:30,13.4,7
17771,12/17/23 18:46,21,7
17772,12/17/23 18:46,21.6,7
17773,12/17/23 18:46,5.2,4
17774,12/17/23 18:46,21.7,7
17775,12/17/23 18:46,18.3,4
17776,12/17/23 18:46,19.6,7
17777,12/17/23 14:22,21.7,5
17778,12/17/23 14:22,11.9,7
17779,12/17/23 14:22,23.8,7
17780,12/17/23 14:22,6.7,7
17781,12/17/23 11:58,13.4,4
17782,12/17/23 18:33,15.7,4
17783,12/17/23 18:33,11.3,7
17784,12/17/23 18:33,19.5,4
17785,12/17/23 19:13,23.1,4
17786,12/17/23 19:13,11.3,7
17787,12/17/23 19:13,18.7,4
17788,12/17/23 19:13,15.7,4
17789,12/17/23 19:13,19.6,7
17790,12/17/23 19:13,18.6,5
17791,12/17/23 12:37,8.5,7
17792,12/17/23 12:37,10.4,4
17793,12/17/23 12:37,24.7,7
17794,12/17/23 19:09,10.4,5
17795,12/17/23 19:09,24.9,4
17796,12/17/23 17:07,20.2,5
17797,12/17/23 17:07,5.2,5
17798,12/17/23 17:07,23.8,4
17799,12/17/23 12:57,21,7
17800,12/17/23 12:57,11.5,5
17801,12/17/23 12:57,22.8,7
17802,12/17/23 12:57,20,4
17803,12/17/23 12:19,13.4,7
17804,12/17/23 15:44,17,5
17805,12/17/23 11:53,8.5,4
17806,12/17/23 11:53,8.5,7
17807,12/17/23 13:36,18.1,4
17808,12/17/23 16:00,16.5,5
17809,12/17/23 16:00,8.3,4
17810,12/17/23 16:00,18.7,7
17811,12/17/23 16:00,5.2,4
17812,12/17/23 16:00,24.9,7
17813,12/17/23 16:00,5.2,4
17814,12/17/23 16:00,23.2,5
17815,12/17/23 16:00,16.4,5
17816,12/17/23 16:00,21.7,5
17817,12/17/23 16:00,5.2,4
17818,12/17/23 16:00,13.4,4
17819,12/17/23 16:00,19.8,7
17820,12/17/23 16:00,16.5,7
17821,12/17/23 12:37,21.3,4
17822,12/17/23 12:37,24,5
17823,12/17/23 12:37,22.3,7
17824,12/17/23 12:37,24.6,5
17825,12/17/23 12:37,8.3,4
17826,12/17/23 12:37,18,5
17827,12/17/23 12:37,8.3,7
17828,12/17/23 11:07,9.8,4
17829,12/17/23 11:07,27.6,4
17830,12/17/23 11:07,19.6,4
17831,12/17/23 11:07,8.3,5
17832,12/17/23 11:07,21.6,4
17833,12/17/23 11:07,14.2,7
17834,12/17/23 11:07,17.1,4
17835,12/17/23 11:57,18.3,4
17836,12/17/23 11:57,8.3,7
17837,12/17/23 12:22,8.3,4
17838,12/17/23 14:13,8.3,7
17839,12/17/23 14:13,11.3,4
17840,12/17/23 14:13,17.8,4
17841,12/17/23 14:13,25.3,7
17842,12/17/23 14:13,23.1,5
17843,12/17/23 14:13,16.6,5
17844,12/17/23 14:13,8.3,4
17845,12/17/23 14:13,20.8,5
17846,12/17/23 14:13,21.7,7
17847,12/17/23 14:13,18.1,5
17848,12/17/23 14:13,8.5,5
17849,12/17/23 14:13,9.8,5
17850,12/17/23 14:13,22.3,7
17851,12/17/23 18:50,10.4,5
17852,12/17/23 19:07,9.8,7
17853,12/17/23 16:47,25.5,4
17854,12/17/23 16:47,21.9,5
17855,12/17/23 16:47,13.4,5
17856,12/17/23 16:47,16.5,4
17857,12/17/23 16:47,19.5,7
17858,12/17/23 16:47,11.9,7
17859,12/17/23 16:47,14.2,4
17860,12/17/23 16:47,5.2,5
17861,12/17/23 16:47,10.4,4
17862,12/17/23 16:47,15.7,7
17863,12/17/23 12:03,8.3,5
17864,12/17/23 12:03,11.9,7
17865,12/17/23 12:03,21.7,5
17866,12/17/23 12:03,15.6,4
17867,12/17/23 12:03,21.1,7
17868,12/17/23 12:03,16.5,7
17869,12/17/23 12:03,11.9,4
17870,12/17/23 16:49,11.3,7
17871,12/17/23 16:49,20.2,5
17872,12/17/23 16:49,16.6,7
17873,12/17/23 12:22,20.8,7
17874,12/17/23 12:22,18.1,5
17875,12/17/23 17:55,23.1,7
17876,12/17/23 18:16,22.6,4
17877,12/17/23 18:16,10.4,7
17878,12/17/23 18:16,9.8,4
17879,12/17/23 18:16,10.4,7
17880,12/17/23 18:16,8.3,7
17881,12/17/23 18:16,10.4,5
17882,12/17/23 18:16,9.8,5
17883,12/17/23 18:16,23.8,5
17884,12/17/23 18:16,20.4,5
17885,12/17/23 18:16,20.2,4
17886,12/17/23 18:21,11.9,7
17887,12/17/23 18:21,8.5,5
17888,12/17/23 18:21,20.8,5
17889,12/17/23 18:21,8.3,4
17890,12/17/23 18:21,16.5,4
17891,12/17/23 18:21,27.6,4
17892,12/17/23 18:21,23.2,7
17893,12/17/23 11:03,9.8,4
17894,12/17/23 11:03,11.9,4
17895,12/17/23 11:03,8.5,5
17896,12/17/23 11:03,11.9,5
17897,12/17/23 11:03,10.4,7
17898,12/17/23 16:27,6.7,4
17899,12/17/23 16:27,19.7,5
17900,12/17/23 16:27,11.3,5
17901,12/17/23 16:27,19.5,4
17902,12/17/23 16:27,5.2,7
17903,12/17/23 16:27,11.2,7
17904,12/17/23 17:19,13.4,5
17905,12/17/23 19:46,14.2,4
17906,12/17/23 11:07,8.3,4
17907,12/17/23 14:28,21.7,7
17908,12/17/23 14:28,11.5,5
17909,12/17/23 14:28,19.8,7
17910,12/17/23 14:28,21,4
17911,12/17/23 14:28,15.7,5
17912,12/17/23 16:15,27.6,4
17913,12/17/23 16:15,23.8,5
17914,12/17/23 11:50,16.8,7
17915,12/17/23 11:50,16.6,4
17916,12/17/23 11:50,9.8,4
17917,12/17/23 14:34,11.5,7
17918,12/17/23 14:34,9.8,5
17919,12/17/23 14:34,11.9,7
17920,12/17/23 18:19,11.5,7
17921,12/17/23 18:19,21.3,7
17922,12/17/23 18:19,8.3,7
17923,12/17/23 18:19,20.4,5
17924,12/17/23 18:19,11.3,5
17925,12/17/23 18:19,19.5,7
17926,12/17/23 13:48,18.6,7
17927,12/17/23 13:48,8.5,7
17928,12/17/23 11:50,11.3,5
17929,12/17/23 11:50,8.3,7
17930,12/17/23 11:50,11.3,4
17931,12/17/23 11:50,11.5,5
17932,12/17/23 11:50,22.5,4
17933,12/17/23 11:50,16.4,5
17934,12/17/23 11:50,8.3,4
17935,12/17/23 11:50,9.8,7
17936,12/17/23 11:50,21.7,5
17937,12/17/23 11:50,21.1,4
17938,12/17/23 11:50,12.9,5
17939,12/17/23 11:50,11.5,4
17940,12/17/23 11:50,21.7,4
17941,12/18/23 19:55,9.8,4
17942,12/18/23 11:24,13.5,4
17943,12/18/23 17:54,11.9,4
17944,12/18/23 17:54,5.2,2
17945,12/18/23 17:54,13.4,2
17946,12/18/23 17:54,18.9,3
17947,12/18/23 17:54,8.5,4
17948,12/18/23 17:54,18.7,3
17949,12/18/23 12:21,8.3,2
17950,12/18/23 12:21,21.7,3
17951,12/18/23 12:21,11.9,3
17952,12/18/23 12:21,20.2,2
17953,12/18/23 12:21,11.9,4
17954,12/18/23 12:21,21.9,2
17955,12/18/23 12:21,4.4,3
17956,12/18/23 12:21,25.3,3
17957,12/18/23 12:46,21.1,4
17958,12/18/23 12:46,25.3,4
17959,12/18/23 12:46,16.9,3
17960,12/18/23 12:46,21.9,4
17961,12/18/23 12:46,20.2,4
17962,12/18/23 11:40,10.4,4
17963,12/18/23 11:40,18.6,4
17964,12/18/23 18:50,11.9,4
17965,12/18/23 18:50,20.2,4
17966,12/18/23 18:50,11.3,4
17967,12/18/23 18:50,6.7,2
17968,12/18/23 18:50,22.3,2
17969,12/18/23 18:50,9.8,4
17970,12/18/23 18:50,20.2,3
17971,12/18/23 18:50,16.6,3
17972,12/18/23 18:50,9.8,2
17973,12/18/23 10:36,5.4,2
17974,12/18/23 10:36,9.8,4
17975,12/18/23 10:36,21.1,2
17976,12/18/23 10:36,9.8,3
17977,12/18/23 10:36,13.4,4
17978,12/18/23 10:36,9.8,4
17979,12/18/23 10:36,15,3
17980,12/18/23 12:31,10.4,2
17981,12/18/23 12:30,20.1,3
17982,12/18/23 12:30,22.3,4
17983,12/18/23 12:30,21.7,4
17984,12/18/23 12:30,22.4,4
17985,12/18/23 12:30,9.8,2
17986,12/18/23 12:45,13.4,4
17987,12/18/23 12:45,16.6,3
17988,12/18/23 12:45,26.8,3
17989,12/18/23 12:45,11.9,3
17990,12/18/23 12:45,22.6,3
17991,12/18/23 12:45,13.7,2
17992,12/18/23 12:45,13.4,3
17993,12/18/23 12:45,11.2,4
17994,12/18/23 12:45,18.1,2
17995,12/18/23 12:45,11.9,4
17996,12/18/23 12:45,5.2,4
17997,12/18/23 12:45,13.4,3
17998,12/18/23 12:45,11.9,2
17999,12/18/23 12:45,4.4,3
18000,12/18/23 12:45,22.5,3
18001,12/18/23 12:45,11.9,2
18002,12/18/23 12:45,15.2,2
18003,12/18/23 12:45,16.6,3
18004,12/18/23 20:09,11.9,4
18005,12/18/23 20:09,20.2,2
18006,12/18/23 20:09,19.6,3
18007,12/18/23 20:09,5.2,2
18008,12/18/23 17:11,11.3,3
18009,12/18/23 17:11,15,2
18010,12/18/23 17:11,10.4,4
18011,12/18/23 17:11,8.5,4
18012,12/18/23 17:11,21.7,2
18013,12/18/23 17:11,8.5,4
18014,12/18/23 12:29,23.4,4
18015,12/18/23 14:28,18.8,3
18016,12/18/23 14:28,11.9,4
18017,12/18/23 14:28,17.3,4
18018,12/18/23 14:28,10.4,2
18019,12/18/23 14:28,20.8,4
18020,12/18/23 14:28,11.9,4
18021,12/18/23 17:28,22.3,2
18022,12/18/23 17:28,11.3,4
18023,12/18/23 17:28,11.9,2
18024,12/18/23 17:28,16.4,4
18025,12/18/23 17:28,19.6,4
18026,12/18/23 17:28,21.7,2
18027,12/18/23 17:28,9.8,4
18028,12/18/23 17:28,20.8,4
18029,12/18/23 15:29,5.2,2
18030,12/18/23 15:29,18.6,2
18031,12/18/23 15:29,21,3
18032,12/18/23 15:29,15,2
18033,12/18/23 17:36,10.4,3
18034,12/18/23 17:36,10.4,2
18035,12/18/23 15:47,16.6,4
18036,12/18/23 15:47,21.7,2
18037,12/18/23 17:46,20.8,3
18038,12/18/23 17:46,13.4,2
18039,12/18/23 17:46,15.7,2
18040,12/18/23 18:04,9.8,3
18041,12/18/23 20:25,11.9,4
18042,12/18/23 20:25,16.5,2
18043,12/18/23 20:25,9.8,2
18044,12/18/23 20:25,9.8,4
18045,12/18/23 13:27,22.6,2
18046,12/18/23 13:27,8.3,3
18047,12/18/23 13:27,11.9,3
18048,12/18/23 15:53,25.3,2
18049,12/18/23 15:53,18.6,3
18050,12/18/23 15:53,11.3,4
18051,12/18/23 15:53,11.9,3
18052,12/18/23 15:53,8.5,2
18053,12/18/23 12:18,24.9,3
18054,12/18/23 12:18,18.1,4
18055,12/18/23 12:18,15.7,4
18056,12/18/23 12:18,22.3,4
18057,12/18/23 12:18,10.4,4
18058,12/18/23 10:53,16.6,3
18059,12/18/23 10:53,11.9,4
18060,12/18/23 10:53,5.2,4
18061,12/18/23 10:53,11.9,2
18062,12/18/23 10:53,16.4,4
18063,12/18/23 10:53,25.3,2
18064,12/18/23 10:53,10.4,4
18065,12/18/23 10:53,8.5,4
18066,12/18/23 10:53,8.3,4
18067,12/18/23 10:53,9.8,2
18068,12/18/23 10:53,9.8,2
18069,12/18/23 10:53,19.6,3
18070,12/18/23 10:53,19.8,2
18071,12/18/23 10:53,5.2,4
18072,12/18/23 10:53,21.7,3
18073,12/18/23 10:53,11.3,2
18074,12/18/23 18:53,23.2,2
18075,12/18/23 17:55,8.3,4
18076,12/18/23 17:55,5.2,2
18077,12/18/23 17:55,11.2,4
18078,12/18/23 17:46,21.7,2
18079,12/18/23 17:46,20.2,4
18080,12/18/23 17:46,9.8,4
18081,12/18/23 17:46,18.7,3
18082,12/18/23 17:46,11.9,3
18083,12/18/23 17:46,23.2,4
18084,12/18/23 17:46,24.7,3
18085,12/18/23 11:21,5.4,2
18086,12/18/23 11:21,11.3,3
18087,12/18/23 11:21,5.2,3
18088,12/18/23 11:21,27,4
18089,12/18/23 11:21,22.4,4
18090,12/18/23 11:21,18.9,3
18091,12/18/23 11:21,10.4,4
18092,12/18/23 10:52,18.3,4
18093,12/18/23 10:52,20.1,3
18094,12/18/23 18:24,25.3,2
18095,12/18/23 10:40,11.3,4
18096,12/19/23 15:40,18.3,4
18097,12/19/23 15:40,16.5,4
18098,12/19/23 15:40,18.3,8
18099,12/19/23 15:40,5.2,8
18100,12/19/23 15:40,15.7,4
18101,12/19/23 15:40,10.4,4
18102,12/19/23 17:43,9.8,8
18103,12/19/23 17:43,11.2,4
18104,12/19/23 17:43,11.2,4
18105,12/19/23 17:43,11.9,4
18106,12/19/23 16:45,8.3,8
18107,12/19/23 16:45,22.4,4
18108,12/19/23 16:45,18.6,8
18109,12/19/23 11:32,21.9,4
18110,12/19/23 11:32,17.1,1
18111,12/19/23 11:32,23.8,4
18112,12/19/23 11:32,11.2,8
18113,12/19/23 15:13,12.7,4
18114,12/19/23 14:24,10.4,8
18115,12/19/23 14:24,5.2,4
18116,12/19/23 14:24,4.4,1
18117,12/19/23 14:24,6.7,8
18118,12/19/23 14:24,23.8,4
18119,12/19/23 14:24,18.6,1
18120,12/19/23 14:24,13.4,4
18121,12/19/23 14:24,20.2,1
18122,12/19/23 14:24,10.4,1
18123,12/19/23 14:24,8.3,8
18124,12/19/23 14:24,9.8,1
18125,12/19/23 14:27,18.1,8
18126,12/19/23 14:27,9.8,4
18127,12/19/23 14:27,15.8,4
18128,12/19/23 11:56,8.3,1
18129,12/19/23 11:56,18,8
18130,12/19/23 11:56,10.4,8
18131,12/19/23 11:56,24.9,4
18132,12/19/23 15:18,27.6,8
18133,12/19/23 15:18,11.9,8
18134,12/19/23 15:18,11.9,8
18135,12/19/23 15:18,10.4,1
18136,12/19/23 15:18,19.6,4
18137,12/19/23 15:18,21.3,8
18138,12/19/23 15:18,8.3,8
18139,12/19/23 15:18,8.5,8
18140,12/19/23 15:14,29.1,4
18141,12/19/23 15:14,25.5,8
18142,12/19/23 15:14,11.9,8
18143,12/19/23 11:59,21.6,1
18144,12/19/23 11:59,21.7,8
18145,12/19/23 11:59,23.8,1
18146,12/19/23 11:59,11.9,4
18147,12/19/23 11:59,23.2,4
18148,12/19/23 11:59,8.3,1
18149,12/19/23 11:59,10.4,1
18150,12/19/23 11:59,11.5,8
18151,12/19/23 11:59,21.7,8
18152,12/19/23 12:24,8.5,1
18153,12/19/23 12:24,11.5,8
18154,12/19/23 20:55,4.4,1
18155,12/19/23 20:55,20.8,1
18156,12/19/23 20:55,18.2,4
18157,12/19/23 20:55,11.9,8
18158,12/19/23 20:55,11.3,1
18159,12/19/23 20:55,17.1,8
18160,12/19/23 20:55,21.3,8
18161,12/19/23 20:55,8.3,1
18162,12/19/23 20:55,10.4,8
18163,12/19/23 19:32,11.3,1
18164,12/19/23 19:32,15.7,1
18165,12/19/23 17:46,9.8,4
18166,12/19/23 10:24,20.2,1
18167,12/19/23 10:24,16.5,8
18168,12/19/23 10:24,21,8
18169,12/19/23 10:24,18.8,4
18170,12/19/23 11:43,11.3,4
18171,12/19/23 11:43,19.6,4
18172,12/19/23 11:43,10.4,8
18173,12/19/23 10:04,10.4,1
18174,12/19/23 10:04,13.4,8
18175,12/19/23 16:59,11.3,4
18176,12/19/23 13:18,9.8,8
18177,12/19/23 13:18,6.7,1
18178,12/19/23 13:18,16.5,8
18179,12/19/23 13:18,11.9,8
18180,12/19/23 13:18,11.2,1
18181,12/19/23 13:18,11.2,1
18182,12/19/23 13:18,16.5,8
18183,12/19/23 13:18,23.2,4
18184,12/19/23 13:18,13.9,1
18185,12/19/23 13:18,21.7,4
18186,12/19/23 13:18,11.5,8
18187,12/19/23 19:53,9.8,8
18188,12/19/23 11:51,11.2,1
18189,12/19/23 11:51,11.3,4
18190,12/19/23 11:51,11.5,4
18191,12/19/23 11:51,15,1
18192,12/19/23 11:51,11.3,1
18193,12/19/23 20:49,21.7,4
18194,12/19/23 20:49,5.2,4
18195,12/19/23 20:49,8.3,8
18196,12/19/23 12:51,22.3,1
18197,12/19/23 12:51,17.1,1
18198,12/19/23 16:18,6.7,1
18199,12/19/23 16:18,21.1,1
18200,12/19/23 16:18,11.2,8
18201,12/19/23 16:18,19.8,1
18202,12/19/23 14:14,9.8,4
18203,12/19/23 16:49,21.1,4
18204,12/19/23 16:49,5.2,1
18205,12/19/23 16:49,23.2,8
18206,12/19/23 12:20,11.9,8
18207,12/19/23 12:20,11.5,8
18208,12/19/23 12:20,21.1,4
18209,12/19/23 12:20,6.7,8
18210,12/19/23 12:20,13.4,1
18211,12/19/23 12:20,15,4
18212,12/19/23 12:20,5.2,4
18213,12/19/23 12:20,8.3,1
18214,12/19/23 19:01,9.8,4
18215,12/19/23 19:01,11.9,1
18216,12/19/23 19:01,23.8,8
18217,12/19/23 19:01,15.6,8
18218,12/19/23 16:35,16.7,4
18219,12/19/23 16:35,18,1
18220,12/19/23 20:54,20.2,1
18221,12/19/23 16:27,23.2,4
18222,12/19/23 16:27,11.2,8
18223,12/19/23 16:27,13.4,4
18224,12/19/23 16:27,10.4,1
18225,12/19/23 11:49,11.2,1
18226,12/19/23 14:54,14.8,4
18227,12/19/23 10:56,20.2,8
18228,12/19/23 10:56,20.2,8
18229,12/19/23 10:56,11.3,4
18230,12/19/23 12:46,11.2,4
18231,12/19/23 12:46,13.4,1
18232,12/19/23 12:46,18.9,4
18233,12/19/23 12:46,22.7,8
18234,12/19/23 12:46,8.5,4
18235,12/19/23 16:47,18.9,4
18236,12/19/23 16:47,15.7,4
18237,12/19/23 16:47,9.8,4
18238,12/19/23 16:47,18.6,8
18239,12/19/23 18:41,22.6,1
18240,12/19/23 18:41,22.6,4
18241,12/19/23 18:41,8.3,8
18242,12/19/23 18:41,19.5,8
18243,12/19/23 18:41,11.3,1
18244,12/19/23 18:41,11.9,1
18245,12/19/23 18:41,11.9,1
18246,12/19/23 18:41,10.4,1
18247,12/19/23 18:41,10.4,4
18248,12/19/23 18:41,11.5,8
18249,12/19/23 18:41,16.7,4
18250,12/19/23 18:41,15.7,8
18251,12/19/23 18:41,22.3,1
18252,12/19/23 13:43,11.3,8
18253,12/19/23 13:43,16.8,8
18254,12/19/23 13:43,23.8,8
18255,12/19/23 13:43,16.7,4
18256,12/19/23 13:43,6.7,8
18257,12/19/23 18:17,17.1,1
18258,12/19/23 14:48,15,1
18259,12/19/23 14:48,11.9,1
18260,12/19/23 14:48,21,1
18261,12/19/23 14:48,22.8,4
18262,12/19/23 14:28,20.2,1
18263,12/19/23 14:28,11.3,1
18264,12/19/23 14:28,5.4,8
18265,12/19/23 14:28,24.7,8
18266,12/19/23 15:48,19.8,4
18267,12/19/23 15:48,11.5,1
18268,12/19/23 15:48,8.5,4
18269,12/19/23 15:48,11.9,8
18270,12/19/23 15:48,11.3,8
18271,12/19/23 15:48,23.1,4
18272,12/19/23 18:59,17.9,1
18273,12/19/23 18:59,8.3,4
18274,12/20/23 20:47,9.8,4
18275,12/20/23 20:47,17.1,8
18276,12/20/23 20:47,11.9,8
18277,12/20/23 13:25,10.4,1
18278,12/20/23 13:25,11.5,8
18279,12/20/23 13:25,23.2,1
18280,12/20/23 13:25,11.3,4
18281,12/20/23 13:25,21.7,8
18282,12/20/23 13:25,24,4
18283,12/20/23 13:36,10.4,4
18284,12/20/23 13:36,23.2,4
18285,12/20/23 15:45,11.2,1
18286,12/20/23 17:42,11.5,4
18287,12/20/23 17:42,6.7,4
18288,12/20/23 17:42,18.1,4
18289,12/20/23 11:17,20.1,1
18290,12/20/23 11:17,5.2,1
18291,12/20/23 11:17,24.7,8
18292,12/20/23 11:17,21.7,8
18293,12/20/23 18:10,8.3,4
18294,12/20/23 18:10,21.9,1
18295,12/20/23 18:10,23.8,4
18296,12/20/23 18:10,18.8,4
18297,12/20/23 18:10,23.8,4
18298,12/20/23 18:10,18.6,1
18299,12/20/23 16:07,11.3,8
18300,12/20/23 16:07,8.5,1
18301,12/20/23 16:07,11.3,8
18302,12/20/23 13:39,19.8,8
18303,12/20/23 13:39,21.7,8
18304,12/20/23 13:39,11.3,1
18305,12/20/23 13:39,23.2,8
18306,12/20/23 13:39,10.4,1
18307,12/20/23 13:39,13.7,1
18308,12/20/23 13:39,11.3,1
18309,12/20/23 13:39,19.6,1
18310,12/20/23 13:27,21.7,1
18311,12/20/23 16:01,12.7,8
18312,12/20/23 16:01,24.7,1
18313,12/20/23 13:27,10.4,1
18314,12/20/23 17:13,29.1,8
18315,12/20/23 18:47,9.8,1
18316,12/20/23 18:47,8.3,4
18317,12/20/23 18:47,6.7,8
18318,12/20/23 18:47,6.7,8
18319,12/20/23 11:56,15.2,4
18320,12/20/23 11:56,16.5,8
18321,12/20/23 11:56,8.3,4
18322,12/20/23 11:56,23.2,4
18323,12/20/23 11:56,8.3,4
18324,12/20/23 11:56,20.2,8
18325,12/20/23 11:56,22.3,1
18326,12/20/23 11:56,21.7,1
18327,12/20/23 11:56,9.8,1
18328,12/20/23 11:56,5.2,1
18329,12/20/23 11:56,17.8,4
18330,12/20/23 19:08,8.5,8
18331,12/20/23 19:08,11.2,8
18332,12/20/23 19:08,13.5,4
18333,12/20/23 19:08,9.8,8
18334,12/20/23 19:08,14.2,4
18335,12/20/23 19:08,10.4,4
18336,12/20/23 19:08,25.5,8
18337,12/20/23 19:08,17,8
18338,12/20/23 19:08,11.3,8
18339,12/20/23 19:08,20.2,8
18340,12/20/23 13:33,16.8,1
18341,12/20/23 13:33,8.3,1
18342,12/20/23 15:27,8.5,8
18343,12/20/23 15:27,15,1
18344,12/20/23 15:27,23.8,4
18345,12/20/23 11:18,16.7,4
18346,12/20/23 11:18,11.9,1
18347,12/20/23 11:18,23.8,4
18348,12/20/23 11:18,13.4,1
18349,12/20/23 13:42,21.1,8
18350,12/20/23 13:42,10.4,4
18351,12/20/23 13:42,22.3,4
18352,12/20/23 13:42,10.4,1
18353,12/20/23 13:42,10.4,1
18354,12/20/23 13:42,10.4,1
18355,12/20/23 13:42,17.1,4
18356,12/20/23 13:42,8.5,4
18357,12/20/23 13:42,21.9,1
18358,12/20/23 13:42,17.3,4
18359,12/20/23 16:15,11.9,4
18360,12/20/23 16:15,22.3,1
18361,12/20/23 16:15,21,4
18362,12/20/23 13:47,21,1
